img_id	text	cluster	predicted_label	coarse_label
842b2e023e0ab7c5c1f2b571934612d5	客厅沙发北欧U型布艺三人位懒人科技布沙发组合可拆洗创意组	1	北欧_餐厅_中式	家居
221bd35dc6e17f63d26376fd1b3f8148	【清仓】英伦风小皮鞋女雕花布洛克系带百搭低跟皮鞋真皮复古单鞋	7	女鞋_单鞋_真皮	鞋类
1dde875b8fa4c7e3ebe97ab2f6cac98c	Tt&amp;Mm/女鞋 新款欧美潮鞋亚麻厚底松糕鞋套脚圆点帆布鞋	7	女鞋_单鞋_真皮	鞋类
17e0f177137cad0aa15af538e2071f3a	 德化白瓷西施壶功夫茶具陶瓷单壶家用红茶普洱泡茶器沏茶壶	14	陶瓷_茶杯_茶壶	器皿
5636c6f1a2d4b614ef84d586506e8a18	日系春秋女装红色毛衣背心两件套V领羊毛针织开衫女外套短款外搭	0	外套_上衣_长袖	服装
a92ce2742815a5d99b782e462930ece6	坠感高腰阔腿裤加长直筒裤垂感女裤超长休闲裤洋气工作裤显瘦系带	5	裤子_牛仔裤_直筒	服装
3bf9988543d3ae3b613ef6dcaa0750d5	韩国STORETS褶皱抽绳弹力腰荷叶边半身裤裙女20夏季	3	连衣裙_裙子_女装	服装
aafe29e3475fb02c2dd1826ead4646b0	 AirMax98香芋粉紫气垫复古运动女跑步鞋AH6799-111	7	女鞋_单鞋_真皮	鞋类
09e4997f7caf1c67bab61ddb4daae55b	简约田园藤编工艺餐厅吊灯创意个性服装店咖啡厅卧室圆球鸟巢	1	北欧_餐厅_中式	家居
f5402f79e019df60ee7943fe62ad9723	土耳其进口北欧水晶玻璃手工刻花水杯圆形果汁牛奶饮料啤酒杯	14	陶瓷_茶杯_茶壶	器皿
34595b6a0020d298f1a98f277877d308	背心日单儿童宝宝女童孩纯棉衫打底睡衣家居一组3件夏款T恤	10	女童_童装_男童	服装
eb3f2538c547fa90aed22712252f333d	【临期至21年3月31日】日本进口乳酸菌橡皮QQ软糖55g*3	9	零食_普洱茶_特产	食品
37b82b1ab5a4292705ea6e25fde20228	丧暗黑风吊带裙女2021夏季新款高腰显瘦黑裙子设计感连衣裙	3	连衣裙_裙子_女装	服装
b5fe7eb4e90dc524ae46440d31b084b8	QLXJONLY秋季新款时尚宽松简约少女圆领t恤女118301511	6	上衣_外套_长袖	服装
cd05f8f1881f193cd7eef54cb6e46773	/2021新款女士时尚休闲铆钉美杜莎低腰修身牛仔裤	5	裤子_牛仔裤_直筒	服装
772eaa5586d71db3bfd522014405013f	诸葛大力成果同款手表ins风森系学院风中学生少女独角兽星空夜光	15	手机_硅胶_保护套	数码
ea4081bba722242a2382ea53f03003be	高跟鞋女细跟2021新款百搭仙女鞋温柔单鞋小高跟 尖头猫跟鞋4-19	7	女鞋_单鞋_真皮	鞋类
d427045c6a80111d37683317ca962e8c	日本洗面奶进口温和深清洁氨基酸泡沫洁面乳100g	8	补水_精华_毛孔	美妆
b5c86a9bdc6a49188813132da55f674b	短裤男韩版休闲裤时尚潮牌日系中裤沙滩裤工装潮流青年运动五分裤	5	裤子_牛仔裤_直筒	服装
e09ef38518d341610c024bb0ca6607a2	美国阿尔法工业海员套头风衣春秋薄款卫衣户外潮	0	外套_上衣_长袖	服装
45840fe16a554838d7e7cb785803cefd	男士夏薄款莫代尔插肩短袖T恤长裤套装宽松休闲睡衣家居服 可外穿	0	外套_上衣_长袖	服装
43c12b9a89cd7a394e1553bb6106407b	秋装女 2021新款韩版简约西装领收腰绑带蝴蝶结一片式中袖连衣裙	3	连衣裙_裙子_女装	服装
74491ea24534ac4b60f9b89b7156f038	透明包包女果冻包2019新款水桶包单肩斜跨小包迷你女包韩版	11	单肩_真皮_背包	包袋
5c5a4c6c616329b9d541187958b05ed9	韩版新生婴幼儿童胎帽可爱大耳朵棉质棉布套头帽男女宝宝帽子春秋	10	女童_童装_男童	服装
28ffb9e4d335318856173f5eb674965c	韩国专柜代购纽亦华NEW ERA夏季新款前拉链贴标双层小款斜跨包	11	单肩_真皮_背包	包袋
413e2ea5783968fad41e0bf6d3df24b5	苎麻料连帽T恤衫棉麻上衣精灵衣复古文艺套头衫2020秋季新款男装	2	女装_印花_外套	服装
5d5df5416188b0d9fe7964ea923c9cbd	OiSTUDIO夏季2019年韩国oioi甜美印花连衣裙女时尚田园风明星同款	3	连衣裙_裙子_女装	服装
ac5b331f431aab80c25c29f017df75f0	CCDD2019春装新品专柜正品时尚甜美连帽长袖套头卫衣女印花上衣潮	6	上衣_外套_长袖	服装
0fcb2c2416b085fbb83f67d8dc7de68c	无袖背心女外穿针织夏韩版内搭挂脖圆环拉链修身短款露肩打底上衣	0	外套_上衣_长袖	服装
68da536dde38a2d9e974d599729ac881	民族风软底真皮凉拖鞋手工花朵皮鞋厚底松糕鞋森女系夏新款防水台	7	女鞋_单鞋_真皮	鞋类
9a587031c647279eff8ddeaec36c6d34	现代简约创意摆件手工个性时尚小花器家居装饰品水培花插花瓶田园	1	北欧_餐厅_中式	家居
df3e27ddb4f5b7788ac6d74c19b2fb0a	黑色牛仔裤男2021年夏季宽松加肥加大码阔腿裤子休闲哈伦小脚裤	5	裤子_牛仔裤_直筒	服装
263aed071767449ee6beabd7c819d26d	21春季新款水钻扣真丝高跟鞋圆头浅口真皮香蕉跟单鞋RV女鞋	7	女鞋_单鞋_真皮	鞋类
a1077a067b4a4a9d16821d4a0d271bcc	宠物 美莎全价全犬种幼犬无谷狗粮2.5kg	9	零食_普洱茶_特产	食品
af83be89c7f123fc120f878c283e1f06	猫碗食盆悬挂式固定挂笼不锈钢粮盆喝水碗防打翻宠物狗狗用品狗碗	14	陶瓷_茶杯_茶壶	器皿
cb0cb8a2bbbf03f38192b5bb699ef39f	韩国药丸面膜蓝色绿色胶囊补水保湿舒缓清洁	8	补水_精华_毛孔	美妆
fc0d070aa3f65d8d6c25b36992918ef5	女童T恤春装2021新款韩版上衣小女孩洋气卫衣长袖儿童春秋童装潮	10	女童_童装_男童	服装
530398ec87dcc07ea4ff5aede3404ad4	大码女装2021年春装新款假两件卫衣胖mm宽松显瘦打底衫上衣200斤	3	连衣裙_裙子_女装	服装
420b36f25bfeb8834fc26b51f0667fb5	儿童夏季短袖T恤2020新款男童纯棉半袖体恤12中大童宽松韩版15岁	10	女童_童装_男童	服装
3f52617bb545272274e315bf03ae3840	蛇形戒指女 时尚个性开口彩金ins潮白色网红蛇骨日式轻奢食指戒子	12	耳环_项链_耳钉	饰品
f61bf3a1878ed82c083857833698a215	古风仙鹤诸事皆顺8plus11ProMax手机壳iPhone11pro/xs max硅胶8p古典创意XR防摔情侣7x个性套6s潮女	15	手机_硅胶_保护套	数码
4e07695954686c187a7d97caa148377d	夏季新款短袖衬衫男韩版商务衬衣青年纯棉半截袖修身寸衫潮	0	外套_上衣_长袖	服装
c3b7bbd914c449bc1da71d99a86dd3d5	男童长袖衬衫2021春新款儿童格子韩版衬衣 中大童洋气上衣男	10	女童_童装_男童	服装
bd102ecf57ff221298e035ad9e075ca9	雪地靴女羊皮毛一体防水牛皮短靴东北加厚短筒皮面保暖真皮棉鞋冬	7	女鞋_单鞋_真皮	鞋类
4f923c7a4a97c71f6a25ee8918f9224c	夏季薄款工装裤男宽松直筒ins韩版潮流百搭阔腿休闲裤子春秋款	5	裤子_牛仔裤_直筒	服装
35f53281e5fe987d40317264ff598729	Intekallt瑞典Globen Lighting北欧客厅餐厅灯玻璃灯复古吊灯包邮	1	北欧_餐厅_中式	家居
676178c86445fee194178cd068d02970	稀有好货夏季中小童女宝宝可爱玫粉公主裙演出裙蓬蓬裙精致纱裙	4	韩国_帽子_头饰	饰品
5caceda8bf6da32f66d9340f8ba56073	官方正品 钱包鲸鱼短款潮牌折叠钱夹	11	单肩_真皮_背包	包袋
ea9e93d55eb20ccd520bddca4ddb6013	美式北欧风定制灰色绣花叶子窗帘纱帘装饰 客厅飘窗书房落地窗纱	1	北欧_餐厅_中式	家居
846e2b6a32c5686a6dba6f5bb0e718ec	天然石头摆件国画草花石奇石原石头家居装饰室内招财电视柜小摆件	13	摆件_装饰_卡通	家居
81d53efede2dfd5d2ab41092ccd21073	正品新款2021春无袖V领针织背心毛衣1399389-4T14832-035	2	女装_印花_外套	服装
dfaac484e7eeb9e8d4bb7a63d93af5b0	BullshitB 高街FOG风刀割膝盖破洞水洗蓝黑色ins拉链牛仔裤	2	女装_印花_外套	服装
53d68b137a16ff9dfc08d0fe6f7c4a2f	城市系列60180巨轮越野汽车拼装积木玩具男孩儿童5岁以上	13	摆件_装饰_卡通	家居
fea44c32160c55b3a690360b27240c46	乌拉圭紫晶簇 紫水晶消磁原石居家礼品赠亲友乔迁办公摆件包邮	13	摆件_装饰_卡通	家居
4cf3c91f2f657bf69e735c6e91ec5e73	海宁皮衣男真皮头层牛皮翻领油蜡短款修身机车服日式复古夹克外套	0	外套_上衣_长袖	服装
e3e3b56a88087805051bced5fd773421	法式浪漫~纤腰修身 夹竹桃碎花雪纺优雅显瘦连衣裙春夏新款	3	连衣裙_裙子_女装	服装
307e228a8ab186b19aabe4fa700485c9	韩版宽松莫代尔字母T恤女 夏季新款百搭简约显瘦薄款卷边休闲上衣	6	上衣_外套_长袖	服装
b1620a53ff54a924e243554e4cff7532	迷你男宝宝条纹连体衣2020秋装新款婴儿外出印花哈衣爬服	10	女童_童装_男童	服装
794cb033bb03bc4b8aca8705c7b5f5be	羊羔毛外套女2021年新款秋冬季皮毛一体短款颗粒绒加厚宽松机车服	0	外套_上衣_长袖	服装
efa4281685e9354d24453617691886e7	真皮手拿包女2021新款潮大容量女士斜挎包时尚气质宴会手包小包	11	单肩_真皮_背包	包袋
9f8582e91be193c55b8c931e574f7ffe	碎花雪纺连衣裙2021春秋新款仙女超仙森系学生V领收腰过膝长裙子	3	连衣裙_裙子_女装	服装
6c8a1fbdf80d8fc38699f4fe2c05528f	Light Blue复古高腰开叉短裙2020新款个性牛仔半身裙包臀刺绣裙裤	3	连衣裙_裙子_女装	服装
c74c8af00375b4d860139a1918778f9d	凉鞋女2020夏季中跟水钻女鞋粗跟一字带方头露趾学生	7	女鞋_单鞋_真皮	鞋类
4d2824c3bc8d085b29f58eccc05f30de	 印花修身小脚牛仔裤男潮束脚九分裤休闲裤夏B182216478	5	裤子_牛仔裤_直筒	服装
e0f959ac86af0e1ce51bd4b9fee22915	/洗面奶 三效合一深层清洁保湿泡沫山茶花洁面150ml	8	补水_精华_毛孔	美妆
fcf59312bae705b7d48a0a62757cf172	2020夏季新款 韩版chic交叉一字细带夹趾低跟鞋休闲凉拖鞋女潮	7	女鞋_单鞋_真皮	鞋类
b7e04760efbd0c3796c69ca51e5891ce	加厚冬季法莱绒四件套简约小清新珊瑚绒床单式被套宿舍三件套	0	外套_上衣_长袖	服装
890763c35fb4bd0c3013025924aaf5a0	今年流行什么裙子仙女超仙森系显瘦长裙洋气法式复古碎花连衣裙夏	3	连衣裙_裙子_女装	服装
faac1d43e44bb07b44f2619eab722c35	珊瑚绒袜子女可爱牛油果秋冬季中筒加厚加绒保暖月子袜睡眠地板袜	0	外套_上衣_长袖	服装
0ad846f4df0adc59dde08763284eb53b	女童毛衣秋冬装小女孩中大童时髦洋气儿童装宝宝水貂绒针织打底衫	10	女童_童装_男童	服装
28b15334f4666fdfa1ab48c5bffe797a	印花拼接卫衣连衣裙2020夏冬季新款女加厚宽松长袖裙子	0	外套_上衣_长袖	服装
c5467ff969ed1d0bcfd1583da18f8ad6	男装真丝条纹宽松衬衫男1CD13110436A	0	外套_上衣_长袖	服装
16afd8dc4ccee98dc93f77a685939a9a	威廉亨利GP3纯银吊坠电音吉他拨片项链乐器配件盒装鼠年定制款	12	耳环_项链_耳钉	饰品
aacf2802464ca893fbbb9099af77c6cb	莲花925银时尚民族风女士银耳钉时尚可爱气质简约女银耳饰	12	耳环_项链_耳钉	饰品
f7d5669bc580155c1cfd13e0d04fb9e8	XGIRL 潮流女装夏季宽松罗纹短袖上衣05192309	2	女装_印花_外套	服装
5b480f8f42d039b922ff4004f6f72cbd	羽绒服男士立领纯色外套衣服2020秋冬款青年时尚百搭保暖外衣男装	0	外套_上衣_长袖	服装
b576a2fdf224e88e5638bd57c3c9a516	HN雪纺半身裙女2018夏装新款百搭绑带中长裙宽松显瘦高腰a字裙子	3	连衣裙_裙子_女装	服装
1d61856c7c91306b3652f3026f1fe871	ins早秋上衣慵懒风2018新款网红针织衫中长款开衫毛衣外套女	6	上衣_外套_长袖	服装
34a428ae9e9b564f5aedc5e46af53ddf	北欧后现代简约客厅吊灯创意卧室餐厅灯个性玻璃球灯魔豆分子灯具	1	北欧_餐厅_中式	家居
ed383dd557f35bf5d89542f5fd96bc80	跑步鞋男新款全掌气垫缓震运动鞋防滑耐磨透气休闲男鞋	7	女鞋_单鞋_真皮	鞋类
b5db4afa17beb717218e5ca4ca3a9dbf	黑色喇叭裤女高腰蕾丝开叉胖mm显高大码垂感九分复古休闲裤	5	裤子_牛仔裤_直筒	服装
468606d87b27fffc6a9a4c34ff989081	200斤胖妹妹连衣裙加大码女装胖mm腰带撞色洋气减龄假两件裙子夏	3	连衣裙_裙子_女装	服装
6de909a02c35d84f2f312df3ad279d2d	2020春夏新品女装深色水洗微喇休闲长裤LA8P043FZD001	2	女装_印花_外套	服装
a08b56c7d435e5640412e38ed5192ad1	串标情侣男女休闲板鞋高帮帆布小白鞋2020新款K0AW5VS60	7	女鞋_单鞋_真皮	鞋类
4e9226106ee9fbc35d7cc011d39d0b1a	2021年夏季新款气质缎面醋酸面料套装阔腿裤职业两件套西装女高端	6	上衣_外套_长袖	服装
14230496f18795a8d6777ef32daa4822	U型吊带背心女ins潮洋气蕾丝花边真丝内搭外穿绸缎2020夏季短上衣	3	连衣裙_裙子_女装	服装
f099840491a8ca812f6ee2f06648dd75	LISA国潮 橙色松松垮垮卫衣秋冬情侣款复古风连帽衫潮	2	女装_印花_外套	服装
ffaf183b735d5f97f8a8255123071ddc	line布朗熊iPhone11卡通pro双层XS手机壳max11promax保护套XR	15	手机_硅胶_保护套	数码
231875a33cff5a30c1abed3e6f40046d	泡面小希鞋子网红女鞋2018新款老爹运动鞋夏韩版ulzzang原宿百搭	7	女鞋_单鞋_真皮	鞋类
a20887cf9c8bfc5d77ebaa126743fe05	法式尖头少女温柔缎面轻奢气质2020夏季新款一字扣粗跟中跟单鞋女	7	女鞋_单鞋_真皮	鞋类
59bb3b8338bfa7c54c1b3d85aaf80ca5	【99元3件】仅80码宝宝防蚊裤子男童运动裤春夏2019款儿童长	10	女童_童装_男童	服装
69a6b0bbfae01fc6f7d7517460aef534	墨绿色浅口小高跟鞋细跟法式少女尖头性感真丝绸缎面黑色单鞋33码	7	女鞋_单鞋_真皮	鞋类
8c8a0a5ea5836dd70255238ac8203ec8	法式慵懒风毛衣宽松外穿兔绒中长款胖妹妹上衣女大码遮肉遮胯	3	连衣裙_裙子_女装	服装
62d9129dc833f677477116d75b878292	轻便潮牌男鞋女鞋增高厚底运动休闲板鞋男夏季透气潮流情侣小白鞋	7	女鞋_单鞋_真皮	鞋类
4a6c4c1122539fbdfa953f4aa2a7badb	睡衣女夏季薄款小雏菊纯棉短袖长裤大码家居服可出门俩件套休闲	0	外套_上衣_长袖	服装
c4a25ab7c3abe9b0d88cb020b6497fbc	珊瑚绒睡衣女大码宽松甜美可爱公主风冬天居家服加厚法兰绒秋冬季	0	外套_上衣_长袖	服装
34bae686ed088846fa6eecc057d93cad	复古欧式客厅吊灯全铜云石灯餐厅卧室书房灯具大气别墅两层	1	北欧_餐厅_中式	家居
eb5eb87906d61a34b36db40856d8ab84	中式实木床简约1.8米经济型现代高箱抽屉双人胡桃木色床主卧家具	1	北欧_餐厅_中式	家居
30ca9469ef6a02e5b5a1eac9d02d331a	2018春夏季新款女鞋韩版绑带高跟鞋粗跟一字带露趾凉鞋	7	女鞋_单鞋_真皮	鞋类
d31996212b2ffd7c799e47954d81ef7c	运动鞋女夏季新款正品跑步鞋软底休闲鞋厚底增高女鞋	7	女鞋_单鞋_真皮	鞋类
c88c2bbf7f51b8e9e9eac1a6e675456c	短袖t恤女2020夏季新款烫金半袖黑色打底衫内搭宽松	6	上衣_外套_长袖	服装
8064ca009867b1433d362fae5674e862	黄蛋糕鸭适用红米k40k30k20pro 10X8Anote9/87note10pro手机壳	15	手机_硅胶_保护套	数码
6750eda204ab27975fc788e53e67fcb5	白色豆豆鞋男韩版百搭个性休闲男鞋春季2020新款小皮鞋夏季透气	7	女鞋_单鞋_真皮	鞋类
7eb4a287a7e17a081c53d20f7c0d56b7	胖mm冬季大码减龄坑条连帽长款毛衣连衣裙女2019新款百搭裙子	3	连衣裙_裙子_女装	服装
ea13cb82504b801c6b5d5d4749968cd7	毛衣男V领加厚羊毛线衫冬季男士韩版打底针织衫上衣	0	外套_上衣_长袖	服装
e322944baeedb0e3af82186f98065cb2	d*f裹身裙官网法式一片式度假连衣裙ins超火海边沙滩裙显瘦遮肉	3	连衣裙_裙子_女装	服装
e3e902c7004edb64331b2a138a198b2b	鸳鸯摆件鸟装饰品一对客厅卧室书房酒柜小摆设创意送新人结婚礼物	13	摆件_装饰_卡通	家居
b729a76f6975eacaf7ce9b37f1456c2b	幼犬狗粮奶糕离乳期泰迪贵宾比熊博美天然粮通用型5斤装	9	零食_普洱茶_特产	食品
5054e9230862a2cac092ead91bce2a1d	vero2020新款moda女春装交叉V领镂空打底针织过膝连衣裙320146508	3	连衣裙_裙子_女装	服装
7a681b18ea9593258015580a11c29b0c	清仓特价 不退换春秋单鞋女真皮大码低跟女鞋4143方头鞋子44	7	女鞋_单鞋_真皮	鞋类
6f7ac5aa7714bb27b74106f88a85f7d4	冷淡风极简扭曲金属C型耳钉复古ins雾面哑光半圆耳环 银针防敏	12	耳环_项链_耳钉	饰品
f5a00fd9fdd171516a493caaf0160c5d	杨树林方圆管口红唇膏情人节限量新色83/93110114119120	15	手机_硅胶_保护套	数码
27efd58a5cd7840d48720ce7b2686109	2018新款时尚性感挂脖露肩长袖打底衫女亮丝微喇叭袖显瘦针织衫潮	3	连衣裙_裙子_女装	服装
71c70d4d2e67001b9dff65c27e2fbc58	草本平衡润泽爽肤水清爽补水保湿控油化妆水收缩毛孔男女	8	补水_精华_毛孔	美妆
e0405608fc0f9b3ed8a0e51cfe01636d	男装衬衫秋冬新款休闲长衬商务男士长袖翻领时尚纯色上衣	6	上衣_外套_长袖	服装
d4f9d13497702b9d07f70afa513a09c7	2019冬季时尚立领修身绣花阔太太羽绒服女重工刺绣切花民族风外套	0	外套_上衣_长袖	服装
6f92caea779ed071ad25b118bdf7ee49	创意日式陶瓷餐具不规则大小汤碗可爱吃饭碗泡面碗窑变家用异形碗	14	陶瓷_茶杯_茶壶	器皿
4cf7bec7a5eb34d7d25c0888134b6201	苦瓜潮铺 Doubles美版火焰忍者蛙忍者神龟滑板短袖T恤	15	手机_硅胶_保护套	数码
adb8781d47c8d4271ecb638c525c2988	SXF灯芯绒男士休闲裤 冬季加厚小脚裤子新款修身哈伦裤男潮	5	裤子_牛仔裤_直筒	服装
66bc52685dde2826ed0a0ee7b2a12a7a	中老年女装秋冬毛衣中长款打底衫40岁50加厚妈妈装大码针织羊毛衫	0	外套_上衣_长袖	服装
f23c9b39d6817f3d1c208b65696bf25b	2020春装新款卫衣女开衫中长款原宿风宽松连帽加绒运动外套	0	外套_上衣_长袖	服装
249581195c8981c93006f23b33effd7c	韩国正品2019秋季宽松胖MM女装V领绑带束腰系扣连衣裙	2	女装_印花_外套	服装
6f6123a55d1fb458ead96945676b6e3d	小皮鞋男夏季男士商务休闲鞋内增高男鞋韩版英伦百搭社会豆豆鞋	7	女鞋_单鞋_真皮	鞋类
e5ac52eb2c9f367a86ae6dafd9829e3a	休闲时尚洋气海边度假高腰阔腿裤套装女夏两件套连体裤萝卜宽松裤	5	裤子_牛仔裤_直筒	服装
fc71bb6ac75e2c6895b7ee57778c5b89	2021夏季新款特大码女装350斤显瘦弹力吊带 胖mm300打底连衣裙	3	连衣裙_裙子_女装	服装
c1a52a9b6afdef006373875142fa0a1f	ROOROOLADY 小香风背带裙女2020年春装收腰中长款韩版V领两件套装	3	连衣裙_裙子_女装	服装
7d9510d368c97d14189e46832f7e1897	高精密嫁接睫毛镊子金羽夹海豚夹加长嘴山茶花开花夹美睫专用工具	4	韩国_帽子_头饰	饰品
0d61b43ce5854fd4620081c19ab24152	Rita 徐智慧宝儿惠利同款镶钻开口戒指气质韩版圆珠关节戒	12	耳环_项链_耳钉	饰品
4d4c62343368e8599c8e6ce2f486aba2	瓷娃娃喜姆陶瓷人偶客厅摆件新婚工艺品德国小可爱	13	摆件_装饰_卡通	家居
33dfd1b2df352e94bd9cbf989f22fef9	正品强韧发根喷雾健发防断发头皮防掉发免洗110ml	8	补水_精华_毛孔	美妆
60bd8ad86443001a44771c08a03c0262	香港高腰弹力白色喇叭裤女2021新款显瘦九分牛仔裤黑色春秋微喇裤	5	裤子_牛仔裤_直筒	服装
947c480612df2cdd3b57064696773f19	清仓字母3D飞织休闲运动女鞋透气网面轻便韩版跑步小白鞋旅游鞋	7	女鞋_单鞋_真皮	鞋类
d3ff434571ffd34e35303204d2fd57a8	显脸瘦耳环女长款气质2020新款潮韩国璀璨锆石流苏耳钉耳坠纯银针	12	耳环_项链_耳钉	饰品
3cb32ce0e62201954d0afb6c76900f55	/ 2018新品女包单肩包斜挎包经典镂空LOGO系列8BT2842IH	11	单肩_真皮_背包	包袋
f823f44f918c91b2f392e6112e3b3d4c	[特价]夏季休闲短袖T恤 男口袋装饰舒适衣服男装纯色黑色衫0160	6	上衣_外套_长袖	服装
94472a63548fe6d5170fb2b3f0083c1c	 20SS国潮腰果花运动宽松夏威夷短袖衬衫男女MWTD	2	女装_印花_外套	服装
d72e08d77ed99a940580a38b32415b38	男装短袖 2019夏季新款运动服POLO衫休闲半袖T恤934657	6	上衣_外套_长袖	服装
9badf00a3c5d90dea3feffe5ef7b5d65	老爹鞋女ins潮运动鞋秋季透气网面网红ulzzang鞋子2021	7	女鞋_单鞋_真皮	鞋类
c527580d7db326fe6805e7958096f916	兼容乐高9656机械齿轮积木大颗粒教具拼装益智儿童玩具套装	13	摆件_装饰_卡通	家居
55d74a0bfa9d1df74af221abe8f0a187	皮带男真皮自动扣头层牛皮腰带男款商务休闲时尚裤带礼盒	11	单肩_真皮_背包	包袋
dfc5739783b11973734a6c38f5f766db	 NORTHAMPACE正品男鞋潮流真皮低帮系带商务休闲皮鞋	7	女鞋_单鞋_真皮	鞋类
04984574b51fb9e888114a1a8dbbdd72	亮点 眼镜框女时尚海报新款简约蝶形BV4178F眼镜架	4	韩国_帽子_头饰	饰品
72ccf7308ff3142822c842e1cb7643ac	铜如意把件纯铜黄铜寿字吉祥如意新春工艺品摆件	13	摆件_装饰_卡通	家居
6c3df5aa69d98d1bfdf13c54cc0c63f3	沙驰男装夹克男春秋休闲立领外套短款上衣修身男士814141022	6	上衣_外套_长袖	服装
fe0360b39d105b29863557380a13c2b6	男鞋2019秋冬新款轻便跑步鞋官方正品男士休闲鞋跑鞋运动鞋男	7	女鞋_单鞋_真皮	鞋类
4c1acb9801bd19ca3e0d77630cb2d9f6	海南特产 特浓榴莲糖82g*5包包邮榴莲味软糖零食	9	零食_普洱茶_特产	食品
5bab936bab1f2817e35778d199f37968	情侣睡衣秋冬长袖纯棉夹棉男女士卡通小熊大码宽松可外穿家居服	0	外套_上衣_长袖	服装
162393e4731a80bfcefbfedcb78ff52b	迷你男宝宝连体衣2020秋装婴儿纯棉宽松保暖条纹哈衣爬服	10	女童_童装_男童	服装
23e7ae8e52a5a4b979f1236d3b987f69	个性桌面吸烟者摆件创意酒吧生日礼物KTV吧台配饰夜店装饰工艺品	13	摆件_装饰_卡通	家居
0743e7f25518a489c63667177cb5ce91	大码长袖睡衣女夏薄款200斤纯棉条纹套装日式和服春秋胖mm家居服	0	外套_上衣_长袖	服装
7ecc3d17b7875a425e3ce21fe31c65d5	科技布沙发北欧小户型简约现代ins风公寓客厅布艺三人位四人乳胶	1	北欧_餐厅_中式	家居
473ad60995446cf7826098f2751f91df	DPLAY德帕拉秋冬新款复古气质咖色高腰a字半身裙休闲短款裙子	3	连衣裙_裙子_女装	服装
86e59e4121147ae14516cba9970e0b2b	设计款 莫桑比克马眼切割鸽血红宝石钻石戒指矿工家的高级珠宝	12	耳环_项链_耳钉	饰品
408e584030f7735e23634175140560de	韩国正品MLB帽子女鸭舌帽男2021新款棒球帽封口防晒ins情侣CP19	4	韩国_帽子_头饰	饰品
5dbf06294b0c17057e2daf35b7d33ab4	欧洲站2019新款潮流系带V领条纹女装长袖打底衫T恤百搭显瘦上衣秋	6	上衣_外套_长袖	服装
