维度细分,变量名,数值类型,解释,是否上线,上线时间,备注,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
自填信息,idn_apl_mother_name_number_len,double,母亲姓名中数字数量,1,2025-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
自填信息,idn_apl_mother_name_punct_len,double,母亲姓名中标点符号数量,1,2025-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
自填信息,idn_apl_mother_name_blank_len,double,母亲姓名中空格数量,1,2025-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
自填信息,idn_apl_mother_name_emoji_len,double,母亲姓名中表情符号数量,1,2025-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
自填信息,idn_apl_c1_name_total_len,double,联系人1姓名总长度,1,2025-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
自填信息,idn_apl_c1_name_words_len,double,联系人1姓名中单词数量,1,2025-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
自填信息,idn_apl_c1_name_letter_len,double,联系人1姓名中字母总数,1,2025-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
自填信息,idn_apl_c1_name_upper_len,double,联系人1姓名中大写字母数量,1,2025-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
自填信息,idn_apl_c1_name_lower_len,double,联系人1姓名中小写字母数量,1,2025-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
自填信息,idn_apl_c1_name_number_len,double,联系人1姓名中数字数量,1,2025-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
自填信息,idn_apl_c1_name_punct_len,double,联系人1姓名中标点符号数量,1,2025-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
自填信息,idn_apl_c1_name_blank_len,double,联系人1姓名中空格数量,1,2025-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
自填信息,idn_apl_c1_name_emoji_len,double,联系人1姓名中表情符号数量,1,2025-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
自填信息,idn_apl_c2_name_total_len,double,联系人2姓名总长度,1,2025-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
自填信息,idn_apl_c2_name_words_len,double,联系人2姓名中单词数量,1,2025-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
自填信息,idn_apl_c2_name_letter_len,double,联系人2姓名中字母总数,1,2025-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
自填信息,idn_apl_c2_name_upper_len,double,联系人2姓名中大写字母数量,1,2025-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
自填信息,idn_apl_c2_name_lower_len,double,联系人2姓名中小写字母数量,1,2025-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
自填信息,idn_apl_c2_name_number_len,double,联系人2姓名中数字数量,1,2025-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
自填信息,idn_apl_c2_name_punct_len,double,联系人2姓名中标点符号数量,1,2025-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
自填信息,idn_apl_c2_name_blank_len,double,联系人2姓名中空格数量,1,2025-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
自填信息,idn_apl_c2_name_emoji_len,double,联系人2姓名中表情符号数量,1,2025-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
自填信息,idn_apl_user_addr_total_len,double,用户居住地址总长度,1,2025-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
自填信息,idn_apl_user_addr_words_len,double,用户居住地址中单词数量,1,2025-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
自填信息,idn_apl_user_addr_letter_len,double,用户居住地址中字母总数,1,2025-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
自填信息,idn_apl_user_addr_upper_len,double,用户居住地址中大写字母数量,1,2025-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
自填信息,idn_apl_user_addr_lower_len,double,用户居住地址中小写字母数量,1,2025-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
自填信息,idn_apl_user_addr_number_len,double,用户居住地址中数字数量,1,2025-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
自填信息,idn_apl_user_addr_punct_len,double,用户居住地址中标点符号数量,1,2025-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
自填信息,idn_apl_user_addr_blank_len,double,用户居住地址中空格数量,1,2025-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
自填信息,idn_apl_user_addr_emoji_len,double,用户居住地址中表情符号数量,1,2025-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
自填信息,idn_apl_work_addr_total_len,double,用户工作地址总长度,1,2025-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
自填信息,idn_apl_work_addr_words_len,double,用户工作地址中单词数量,1,2025-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
自填信息,idn_apl_work_addr_letter_len,double,用户工作地址中字母总数,1,2025-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
自填信息,idn_apl_work_addr_upper_len,double,用户工作地址中大写字母数量,1,2025-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
自填信息,idn_apl_work_addr_lower_len,double,用户工作地址中小写字母数量,1,2025-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
自填信息,idn_apl_work_addr_number_len,double,用户工作地址中数字数量,1,2025-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
自填信息,idn_apl_work_addr_punct_len,double,用户工作地址中标点符号数量,1,2025-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
自填信息,idn_apl_work_addr_blank_len,double,用户工作地址中空格数量,1,2025-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
自填信息,idn_apl_work_addr_emoji_len,double,用户工作地址中表情符号数量,1,2025-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
自填信息,idn_apl_co_name_total_len,double,公司名称总长度,1,2025-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
自填信息,idn_apl_co_name_letter_len,double,公司名称中字母总数,1,2025-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
自填信息,idn_apl_co_name_words_len,double,公司名称中单词数量,1,2025-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
自填信息,idn_apl_co_name_upper_len,double,公司名称中大写字母数量,1,2025-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
自填信息,idn_apl_co_name_lower_len,double,公司名称中小写字母数量,1,2025-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
自填信息,idn_apl_co_name_number_len,double,公司名称中数字数量,1,2025-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
自填信息,idn_apl_co_name_punct_len,double,公司名称中标点符号数量,1,2025-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
自填信息,idn_apl_co_name_blank_len,double,公司名称中空格数量,1,2025-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
自填信息,idn_apl_co_name_emoji_len,double,公司名称中表情符号数量,1,2025-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
自填信息,idn_apl_co_ph_len,double,公司电话号码长度,1,2025-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
自填信息,idn_apl_ktp_prov_is_addr,double,身份证省份是否与居住地址省份相同,1,2025-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
自填信息,idn_apl_ktp_prov_is_work,double,身份证省份是否与工作地址省份相同,1,2025-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
自填信息,idn_apl_addr_prov_is_work,double,居住地址省份是否与工作地址省份相同,1,2025-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
自填信息,idn_apl_prov_is_same,double,身份证、居住地址和工作地址省份是否全部相同,1,2025-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
自填信息,idn_apl_ktp_prov_tier,double,身份证省份等级,1,2025-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
自填信息,idn_apl_addr_prov_tier,double,居住地址省份等级,1,2025-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
自填信息,idn_apl_work_prov_tier,double,工作地址省份等级,1,2025-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
自填信息,idn_apl_ktp_city_is_work,double,身份证城市是否与工作地址城市相同,1,2025-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
自填信息,idn_apl_ktp_district_is_work,double,身份证地区是否与工作地址地区相同,1,2025-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
自填信息,idn_apl_wa_is_oth_ph_v2,double,WhatsApp号码是否与备用手机号相同,1,2025-04,增加条件：other_mobile='',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
自填信息,idn_apl_c1_is_oth_ph_v2,double,联系人1手机号是否与备用手机号相同,1,2025-04,增加条件：other_mobile='',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
自填信息,idn_apl_c2_is_oth_ph_v2,double,联系人2手机号是否与备用手机号相同,1,2025-04,增加条件：other_mobile='',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
自填信息,idn_apl_oth_ph_is_not_rep_v2,double,备用手机号是否未重复,1,2025-04,增加条件：other_mobile='',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
